t_sec, t_nanosec, x, y, heading_real, heading_imag, longitudinal_velocity_mps, lateral_velocity_mps, acceleration_mps2, heading_rate_rps, front_wheel_angle_rad, rear_wheel_angle_rad
0, 0, 931.967, 235.148, 0.0194014, 0.999812, 0, 0, 0.061191, 0, 0, 0
0, 0, 932.352, 234.623, 0.00764822, 0.999971, -3.43336, 0, -6.66843, 0.126222, 0, 0
0, 0, 932.706, 233.926, 0.00636393, -0.99998, -5.19129, 0, 8.76622, 0.1859, 0, 0
0, 0, 932.963, 233.351, 0.0285535, -0.999592, -4.23406, 0, -3.86893, 0.296627, 0, 0
0, 0, 932.415, 233.66, 0.0775175, -0.996991, 7.04801, 0, 99.8174, 0.385542, 0, 0
0, 0, 931.95, 234.099, 0.0905837, -0.995889, 7.13984, 0, -23.0584, 0.304005, 0, 0
0, 0, 931.441, 234.48, 0.102428, -0.99474, 6.36638, 0, -0.0193984, 0.245922, 0, 0
0, 0, 930.769, 234.605, 0.0989867, -0.995089, 3.16167, 0, -10.5893, -0.0719394, 0, 0
0, 0, 931.83, 234.358, 0.0687679, -0.997633, -6.52727, 0, -5.0458, -0.321617, 0, 0
0, 0, 931.355, 234.539, 0.0142644, -0.999898, 0.619514, 0, 0.441659, -0.151434, 0, 0
0, 0, 930.834, 234.634, 0.0395337, 0.999218, 0.969692, 0, 2.86895, -0.187959, 0, 0
0, 0, 930.302, 234.749, 0.0836111, 0.996498, 1.13172, 0, 1.53874, -0.173515, 0, 0
0, 0, 929.807, 234.905, 0.116076, 0.99324, 1.4229, 0, -2.79151, -0.138117, 0, 0
0, 0, 929.299, 235.077, 0.142623, 0.989777, 1.41187, 0, 0.156226, -0.113359, 0, 0
0, 0, 928.793, 235.268, 0.157093, 0.987584, 1.58442, 0, -6.63603, -0.0534807, 0, 0
0, 0, 928.28, 235.404, 0.162371, 0.98673, 1.31513, 0, 1.01404, -0.014278, 0, 0
0, 0, 927.793, 235.561, 0.16146, 0.986879, 1.48587, 0, 0.367394, 0.0272586, 0, 0
0, 0, 927.316, 235.711, 0.15481, 0.987944, 1.56687, 0, 10.2611, 0.0659214, 0, 0
0, 0, 926.819, 235.805, 0.140278, 0.990112, 1.40635, 0, -2.83252, 0.08552, 0, 0
0, 0, 926.262, 235.945, 0.120651, 0.992695, 1.48066, 0, 6.75198, 0.0943272, 0, 0
0, 0, 925.763, 236.007, 0.102349, 0.994749, 1.62525, 0, -0.303782, 0.106132, 0, 0
0, 0, 925.238, 236.061, 0.0823625, 0.996602, 1.34581, 0, -1.77505, 0.124896, 0, 0
0, 0, 924.694, 236.105, 0.0615114, 0.998106, 1.64098, 0, -4.35424, 0.120583, 0, 0
0, 0, 924.11, 236.154, 0.0400746, 0.999197, 1.61311, 0, 1.47065, 0.102569, 0, 0
0, 0, 923.579, 236.101, 0.021592, 0.999767, 2.0429, 0, 2.11197, 0.112137, 0, 0
0, 0, 923.066, 236.116, 0.00513788, 0.999987, 1.7103, 0, 0.0708008, 0.0975781, 0, 0
0, 0, 922.561, 236.105, 0.00806436, -0.999967, 2.02766, 0, 22.1578, 0.0960045, 0, 0
0, 0, 922.004, 236.087, 0.0230082, -0.999735, 1.34121, 0, -8.83118, 0.0712661, 0, 0
