t_sec, t_nanosec, x, y, heading_real, heading_imag, longitudinal_velocity_mps, lateral_velocity_mps, acceleration_mps2, heading_rate_rps, front_wheel_angle_rad, rear_wheel_angle_rad
0,0,912.295,212.213,0.00137346,-0.999999,1.2,0,-0.0391416,0,0,0
0,0,911.769,212.304,0.00522304,-0.999986,1.2,0,0.999903,0.0166242,0,0
0,0,911.229,212.321,0.00755502,-0.999971,1.2,0,0.272107,0,0,0
0,0,910.674,212.286,0.00523441,-0.999986,1.2,0,1.55346,-0.0214654,0,0
0,0,910.121,212.307,0.00689404,0.999976,1.2,0,-1.06707,-0.0883739,0,0
0,0,909.591,212.363,0.032579,0.999469,1.28646,0,-3.11643,-0.142363,0,0
0,0,909.034,212.429,0.0693627,0.997591,1.23659,0,-2.784,-0.165301,0,0
0,0,908.459,212.612,0.117427,0.993082,1.232,0,3.14636,-0.220819,0,0
0,0,907.891,212.838,0.180954,0.983491,1.27297,0,1.04389,-0.287766,0,0
0,0,907.375,213.194,0.248687,0.968584,1.41947,0,-1.07578,-0.317584,0,0
0,0,906.959,213.545,0.315273,0.949001,1.40864,0,0.0869894,-0.357754,0,0
0,0,906.606,213.967,0.379822,0.92506,1.29204,0,5.11809,-0.334826,0,0
0,0,906.333,214.448,0.442361,0.896837,1.27097,0,1.1193,-0.339933,0,0
0,0,906.081,214.944,0.490467,0.87146,1.5269,0,0.137557,-0.300469,0,0
0,0,905.849,215.46,0.529808,0.848117,1.86211,0,11.0963,-0.242382,0,0
0,0,905.685,215.942,0.558865,0.829259,1.51578,0,2.38523,-0.210984,0,0
0,0,905.494,216.543,0.58783,0.808985,1.82971,0,-0.723455,-0.192326,0,0
0,0,905.387,217.062,0.607852,0.794051,1.9816,0,6.06457,-0.143085,0,0
0,0,905.254,217.637,0.622947,0.782264,1.94725,0,0.577046,-0.113653,0,0
0,0,905.12,218.216,0.632932,0.774207,1.77374,0,-0.842206,-0.0857276,0,0
0,0,905.047,218.823,0.640925,0.767604,2.15435,0,-2.12925,-0.0669885,0,0
0,0,904.953,219.381,0.649652,0.760232,1.95318,0,2.29458,-0.0735054,0,0
0,0,904.853,220.012,0.658621,0.752475,2.24787,0,0.809994,-0.081514,0,0
0,0,904.806,220.54,0.666272,0.745708,2.12681,0,-1.89695,-0.0866352,0,0
0,0,904.78,221.08,0.673649,0.739052,2.32825,0,-0.487059,-0.0751124,0,0
0,0,904.755,221.584,0.679854,0.733348,1.97128,0,1.02535,-0.0684039,0,0
0,0,904.733,222.098,0.683549,0.729905,1.96513,0,0.801471,-0.0312102,0,0
0,0,904.696,222.626,0.68554,0.728035,2.29048,0,-5.26297,-0.0215006,0,0
0,0,904.661,223.342,0.686498,0.727131,2.11235,0,2.28301,0,0,0
0,0,904.626,223.873,0.68769,0.726004,2.00134,0,-1.02784,0,0,0
0,0,904.621,224.393,0.689051,0.724713,2.03464,0,-4.06948,-0.0107024,0,0
0,0,904.58,224.909,0.689625,0.724167,1.97272,0,-1.01822,-0.0107866,0,0
0,0,904.561,225.415,0.690658,0.723182,2.05262,0,-1.5098,0,0,0
0,0,904.524,225.936,0.691579,0.722301,2.02406,0,-0.346516,0,0,0
0,0,904.515,226.437,0.692925,0.721009,2.21074,0,11.2704,-0.0110894,0,0
